"Record ID","Deal Name","Project ID","Tier 1 (Reseller)","Tier 2 (Reseller Sales Org)","AADT (site)","Deal Stage","State (install site)","Country (install site)","Latitude/Longitude (install site)","Postal Code (install site)"
"14453853881","Thomason ADA LLC - 9095 Dunn Rd","RF001","Apex Omnisource","RevStream","181000","Purgatory","MO","USA","38.77948118612946, -90.35731598610356","63042"
"16005747341","MF Technology Systems, LLC - 5935 Rivers Ave","AB193","Apex Omnisource","SVR-Surge Venture Resellers","178000","8. Ops Review","SC","USA","32.90258547350333, -80.02131692527675","29406"
"16451747087","SWS JBAK Consulting - 733 Polk Blvd","AB192","SWS","SWS","125000","9. Equipment Review","IA","United States","41.59104054807092, -93.68006627375064","50312"
"15315209985","Greenlight Distribution - Caspers Electronics - 5840 Byrd Dr Loveland CO 90538","AB190","OG Guard","OG Guard","82462","8. Ops Review","CO","USA","","90538"
"15413849923","Greenlight Distribution - Elite Cannabis - 1410 S Santa Fe Dr Denver CO 80223","AB189","OG Guard","OG Guard","53688","8. Ops Review","CO","USA","","80223"
"16039055202","Jakleen Charitan - 1021 N Sepulveda Blvd","AB188","OG Guard","OG Guard","77321","8. Ops Review","CA","USA","","90266"
"16533470793","Rooftop Revenues - Parts Place/Recycle Jack - 2500 Commercial Dr","AB187","OG Guard","OG Guard","121205","5A. Site Hold Paid","MI","usa","","48326"
"16605428403","(Sub-Prime)Klok Applications, LLC - 200 N Via Cortez, Anaheim CA","AB186","Apex Omnisource","RevStream","320667","8. Ops Review","CA","","","92807"
"17159318669","Hindi-Mex - 2441 S El Camino Real, San Clemente, CA 92672","AB185","C&M Consultants","Access Digital","150000","8. Ops Review","CA","USA","","92672"
"15329252667","Greenlight Distribution - Pullins Black Top - 2338 Scioto Harper Dr","AB184","OG Guard","OG Guard","161610","9. Equipment Review","OH","USA","","43204"
"15449817917","Greenlight Distribution - Tharp Realty - 6910 Shadeland Ave","AB183","OG Guard","OG Guard","196991","9. Equipment Review","IN","USA","","46220"
"15449763082","Greenlight Distribution - Valley Industrial Trucking - 1620 E. Market St.","AB182","OG Guard","OG Guard","114657","Purgatory","OH","USA","","44305"
"14929483060","TIC of Houston - 20 Pack II -  Nooner Holdings LTD - 7555 NW Loop 410","AB181","OG Guard","OG Guard","157376","8. Ops Review","TX","USA","","78245"
"14928187691","TIC of Houston - 20 Pack II -  Commerce Office Park-one  LP - 4455 S.Padre Island Dr","AB180","OG Guard","OG Guard","129040","8. Ops Review","TX","USA","","78411"
"15705482067","Silent ID LLC - I-55 & 270, St. Louis, MO","AB179","Apex Omnisource","RevStream","124808","9. Equipment Review","MO","usa","38.509743, -90.337133","63128"
"15272648468","TIC of Houston - 20 Pack II - Nooner Holdings LTD - 7525 N. Loop East","AB178","OG Guard","OG Guard","106117","8. Ops Review","TX","USA","","78233"
"17006286673","Digital Protect - 2510 Woodbridge Ave, Edison, NJ 08817","AB177","C&M Consultants","Access Digital","250000","8. Ops Review","nj","USA","40.50410, -74.37989","08817"
"16973089861","Digital Protect - 413 W. Sunset Blvd, Hayward, CA 94541","AB176","C&M Consultants","Access Digital","300000","8. Ops Review","CA","USA","37.67072, -122.11100","94541"
"15239048825","Silent ID LLC - (TG) 33 E Orange Grove Ave, Burbank, CA 91502","AB175","Apex Omnisource","RevStream","234655","8. Ops Review","CA","usa","","91502"
"15702306360","Griswold LLC - (TG) 120 Spartan Exchange Rd. Wellford, SC 29385","AB174","Apex Omnisource","RevStream","95575","8. Ops Review","SC","usa","","29385"
"13794058136","Data Source Technologies - 21111 N FWY, Spring, TX 77388","AB173","C&M Consultants","Access Digital","185000","8. Ops Review","TX","USA","","77388"
"13149571748","TREB Securities - Cheney Lease 1 Cheney Way","AB172","Apex Omnisource","MCSS, LLC","218000","8. Ops Review","FL","USA","26.76725269816548, -80.09386931693811","33404"
"17006616497","Hindi-Mex - 6117 Paseo Del Norte, Carlsbad, CA 92011","AB171","C&M Consultants","Access Digital","188000","9. Equipment Review","ca","USA","","92011"
"13488560404","(Sub-Prime)Nodity, LLC - 1929 Beloit Avenue","AB170","Apex Omnisource","RevStream","341966","8. Ops Review","CA","USA","34.04244331, -118.4436804","90025"
"14438150295","Klok Applications, LLC - Korean Catholic Center - 412 N crescent way","AB169","Apex Omnisource","RevStream","295101","9. Equipment Review","CA","USA","33.837250,-117.946710","92801"
"14310701389","TIC of Houston - 20 Pack II - Westgate Two SC LP (Ashley Furniture) - 19660 Restaurant","AB168","OG Guard","OG Guard","127844","8. Ops Review","TX","USA","","77084"
"14310703749","TIC of Houston - 20 Pack II - 3300 Gulf Freeway Frontage Rd Dickinson, Texas 77539","AB167","OG Guard","OG Guard","116578","8. Ops Review","TX","USA","","77539"
"14432059817","TIC of Houston - 20 Pack II -  Trinity LLC - 8300 W. Airport Fwy","AB166","OG Guard","OG Guard","89667","8. Ops Review","LA","USA","30.2154202, -93.3402937","70663"
"14861819461","TIC of Houston - 20 Pack II - Cobbs Ford Village LLC - 2588 Cobbs Ford Rd","AB165","OG Guard","OG Guard","41692","8. Ops Review","AL","USA","","36066"
"14929483089","TIC of Houston - 20 Pack II -  Nooner Holdings LTD - 5630 W Loop 1604 N","AB164","OG Guard","OG Guard","119038","8. Ops Review","TX","USA","","78251"
"15074460722","TIC of Houston - 20 Pack II -  Texas Appliance Supply Inc - 840 Airport Fwy","AB163","OG Guard","OG Guard","204776","8. Ops Review","TX","USA","","76054"
"14310701688","TIC of Houston - 20 Pack II - 5800 Lyons Ave Houston, TX 77020","AB162","OG Guard","OG Guard","177894","8. Ops Review","TX","USA","","77020"
"14310703474","TIC of Houston - 20 Pack II - Gold's Gym - 4425 Cypress Creek Parkway Houston, Tx 77068","AB161","OG Guard","OG Guard","75937","8. Ops Review","TX","USA","","77068"
"14530312262","TIC of Houston - 20 Pack II -  9223 Stella Link Rd, Houston Texas 77025","AB160","OG Guard","OG Guard","20584","8. Ops Review","TX","USA","","77025"
"14785943042","TIC of Houston - 20 Pack II - 95 LLC (Voodoo Wings) - 6728 W. Cheyenne Ave","AB159","OG Guard","OG Guard","57504","8. Ops Review","NV","USA","","89108"
"14861225062","TIC of Houston - 20 Pack II -  Dream Team Properties LLC - 3901 Blue Ridge Cutoff","AB158","OG Guard","OG Guard","138748","8. Ops Review","MO","USA","","64133"
"14861819738","TIC of Houston - 20 Pack II -  Highway 11 31 LLC - 100 S. Colonial Dr. Ste 200","AB157","OG Guard","OG Guard","102604","8. Ops Review","AL","USA","","35007"
"15074459777","TIC of Houston - 20 Pack II -  Mercy Realty LLC - 1815 W Campbell Rd","AB156","OG Guard","OG Guard","116137","8. Ops Review","TX","USA","","75044"
"15074460827","TIC of Houston - 20 Pack II -  Mike Malamut C LLC - 3434 Towne Crossing Blvd","AB155","OG Guard","OG Guard","229817","8. Ops Review","TX","USA","","75150"
"15142564458","TIC of Houston - 20 Pack II - 4738 Constitution Ave Baton Rouge, LA 70808","AB154","OG Guard","OG Guard","188026","8. Ops Review","LA","USA","","70808"
"15320980544","TIC of Houston - 20 Pack II - CD Beltlines Investments LLC - 16100 TX-121","AB153","OG Guard","OG Guard","130927","8. Ops Review","TX","USA","","75035"
"15364982921","TIC of Houston - 20 Pack II - SK Corner Plaza (Liquor Depot) - 2801 E. Pioneer Pkwy","AB152","OG Guard","OG Guard","179201","8. Ops Review","TX","USA","","76010"
"16958476315","Klok Applications, LLC - 3709 Convoy St, San Diego, CA 92111","AB151","Apex Omnisource","RevStream","189689","9. Equipment Review","CA","USA","","92111"
"14983325188","Nodehouse Data - 3914 Howard Ave","AB150","Apex Omnisource","RevStream","164835","9. Equipment Review","LA","USA","29.95790017496744, -90.09537790333593","70125"
"16327777548","Hindi-Mex, Inc - 1695 Hamner Ave, Norco, CA 92860","AB149","C&M Consultants","Access Digital","150000","8. Ops Review","CA","United States","","92860"
"14666607437","Klok Applications, LLC - 24512 Bridger Rd.","AB148","Apex Omnisource","RevStream","367077","8. Ops Review","CA","USA","33.610849,-117.702346","92630"
"16577501109","Nodity LLC - 2000 S Eastern Ave","AB147","Apex Omnisource","RevStream","40000","8. Ops Review","NV","USA","36.14791839242152, -115.11914871866418","89104"
"15528133450","Vantage Point Holding Group - 5001 North Fwy, Fort Worth, TX","AB146","C&M Consultants","Chain Analytix","140000","8. Ops Review","TX","US","","76106"
"16247316620","Vantage Point Holding Group - 800 E State Hwy 114, Grapevine, TX 76051","AB145","C&M Consultants","Chain Analytix","225000","8. Ops Review","TX","USA","32.9219704, -97.0678853","76051"
"17094427173","Rawden Enterprises LLC - 1210 E Matsonford Rd. Conshohocken, PA 19428","AB144","C&M Consultants","Securidel","96000","8. Ops Review","PA","USA","","19428"
"15071801472","Rawden Enterprises LLC - 340 RT 73 N Voorhees, NJ 08043","AB143","C&M Consultants","Securidel","44634","8. Ops Review","NJ","usa","","08043"
"16006942562","Klap LLC - 1629 Postal Rd Chester, MD 21619","AB142","C&M Consultants","Securidel","72638","9. Equipment Review","MD","usa","","21619"
"16387151684","D&S Properties LLC - 313 Southpointe Ct Murfreesboro, TN 37130","AB141","C&M Consultants","Securidel","104200","11. Equipment Paid","TN","USA","","37130"
"16792940882","Patriot Digital LLC - 555 Glenforest Road, Atlanta, GA 30328","AB140","C&M Consultants","Access Digital","150000","8. Ops Review","GA","USA","","30328"
"15413709952","Digital Protect - 23161 Lake Center Dr., Lake Forest, CA 92630","AB139","C&M Consultants","Access Digital","330000","8. Ops Review","CA","USA","","92630"
"15670253686","Digital Protect - 2330 S Castle Harbour Pl, Ontario, CA 91761","AB138","C&M Consultants","Access Digital","196000","8. Ops Review","CA","USA","34.03087638337195, -117.61700873893123","91761"
"16894633068","Hindi-Mex, Inc - 10251 Indiana Ave, Riverside, CA 92503","AB137","C&M Consultants","Access Digital","210000","8. Ops Review","ca","USA","","92503"
"16973089136","Hindi-Mex - 1255 W Temple St, Los Angeles, CA 90026","AB136","C&M Consultants","Access Digital","250000","8. Ops Review","ca","USA","","90026"
"14194493304","Banana Stand Data LLC - 10750 El Monte #100","AB135","Apex Omnisource","RevStream","167808","9. Equipment Review","KS","USA","38.933605571603486, -94.6350192455677","66211"
"15955410952","Safeguard Solutions - S&G Carpet and More - 10631 White Rock Road","AB134","Apex Omnisource","MCSS, LLC","281000","8. Ops Review","CA","United States","","95670"
"15956268919","Safeguard Solutions - Scottish Inn - 1308 Lincoln Rd E","AB133","Apex Omnisource","MCSS, LLC","275000","8. Ops Review","CA","United States","","94591"
"16855995448","Safeguard Solutions - Boys and Girls Haven - 2301 Goldsmith Ln","AB132","Apex Omnisource","MCSS, LLC","165000","8. Ops Review","KY","United States","","40218"
"16898110551","Safeguard Solutions - Motel 6 (Franchisee) - 11620 Chester Rd.","AB131","Apex Omnisource","MCSS, LLC","150000","8. Ops Review","OH","United States","","45246"
"16900549733","Safeguard Solutions - Red Roof Inn Dayton South - Miamisburg - 222 Byers Rd","AB130","Apex Omnisource","MCSS, LLC","151000","8. Ops Review","OH","United States","","45342"
"16952178730","Safeguard Solutions - Budget Inn - 1330 Archer Drive","AB129","Apex Omnisource","MCSS, LLC","91000","8. Ops Review","OH","USA","","45373"
"17031948695","Safeguard Solutions - Days Inn Florence Cincinnati (Franchisee) - 50 Cavalier Blvd","AB128","Apex Omnisource","MCSS, LLC","179200","8. Ops Review","KY","USA","","41042"
"17032982616","Safeguard Solutions - Motel 6 Dayton Centerville (Franchisee) - 1944 Miamisburg Centerville Rd","AB127","Apex Omnisource","MCSS, LLC","90000","8. Ops Review","OH","USA","","45459"
"17102633119","Safeguard  Solutions - Comfort Suites (Franchisee) - 121 Raydo Cir","AB126","Apex Omnisource","MCSS, LLC","78000","8. Ops Review","OH","USA","","45506"
"17137839226","Safeguard Solutions - Lil Silva - 20 Leonard Cir","AB125","Apex Omnisource","MCSS, LLC","200000","8. Ops Review","MA","USA","","02155"
"17240466976","Safeguard Solutions - La Quinta & Suites (Franchisee) - 9918 Escort Dr","AB124","Apex Omnisource","MCSS, LLC","98000","8. Ops Review","OH","USA","","45040"
"17275214106","SWS/Data Tech Global, LLC - 299 Ward Street","AB123","SWS","SWS","34000","3. Contracts & Committments","NJ","United States","40.26005341620639, -74.51377335870006","08520"
"16003964424","SWS/Data Tech Global, LLC - 1875 NW 167th St, Miami Gardens","AB122","SWS","SWS","155000","1. Qualifications","FL","USA","25.92743220692459, -80.23202292696088","33056-4838"
"16003460097","SWS/Data Tech Global, LLC - 50 Middlesex Ave, Somerville","AB121","SWS","SWS","120000","1. Qualifications","MA","USA","42.39208561603564, -71.08327120347744","02145-1107"
"17274248337","SWS/Data Tech Global, LLC - 4343 Frontage Road","AB119","SWS","SWS","116000","3. Contracts & Committments","FL","United States","28.03866454359697, -82.03521097519575","33815"
"17274247961","SWS/Data Tech Global, LLC - 900 Old Combee Road","AB118","SWS","SWS","0","3. Contracts & Committments","FL","United States","28.11105703122324, -81.93943538739119","33805"
"17275209498","SWS/Data Tech Global, LLC - 522 18th Street","AB117","SWS","SWS","168000","1. Qualifications","FL","United States","28.522516433826116, -81.38563986781784","32805"
"17274246912","SWS/Data Tech Global, LLC - 4455 Ulmerton Road","AB116","SWS","SWS","48000","3. Contracts & Committments","FL","United States","27.895113824589345, -82.69437555580772","33762"
"17273711177","SWS/Data Tech Global, LLC - 529 Myrtle Street","AB115","SWS","SWS","15000","13. Installed Pending LPR","NJ","United States","40.64381767851225, -74.21372521403727","07202"
"17274245558","SWS/Data Tech Global, LLC - 5411 Baeumont Center","AB114","SWS","SWS","60000","1. Qualifications","FL","United States","27.99681127909245, -82.54812810664967","33634"
"17273630724","SWS/Data Tech Global, LLC - 2 Boland Way","AB113","SWS","SWS","61540","3. Contracts & Committments","MA","United States","42.10191427343899, -72.59195326123977","01103"
"17273184626","SWS/Data Tech Global, LLC - 29-22 Hoyt Avenue","AB112","SWS","SWS","135000","3. Contracts & Committments","NY","United States","40.770405321099595, -73.91819890088085","11102"
"17273628739","SWS/Data Tech Global, LLC - 765 Meeker Ave","AB111","SWS","SWS","135878","1. Qualifications","NY","United States","40.72422001196383, -73.93815375062279","11222"
"17273628274","SWS/Data Tech Global, LLC - 85 Powerhouse Road","AB110","SWS","SWS","227038","1. Qualifications","NY","USA","40.7855078298414, -73.64619679200352","11577"
"16304337734","SWS/Data Tech Global, LLC - 9525 240th St","AB109","SWS","SWS","161000","1. Qualifications","NY","USA","40.72096456388134, -73.72601900263166","11001"
"17141356436","SWS/Data Tech Global LLC Travel Plazas - 530 JFK Memorial Hwy","AB108","SWS","SWS","145000","1. Qualifications","DE","USA","39.66217719596719, -75.69114019083617","19702"
"17141357113","SWS/Data Tech Global LLC Travel Plazas - 9 NJ Turnpike","AB107","SWS","SWS","209000","1. Qualifications","NJ","USA","40.55716991618109, -74.26312507910693","07095"
"17141508886","SWS/Data Tech Global LLC Travel Plazas - Mile Post, 92.9 NJ Tpke,","AB106","SWS","SWS","209000","1. Qualifications","NJ","USA","40.56005248174017, -74.26459364656118","07095"
"17141509218","SWS/Data Tech Global LLC Travel Plazas - MP 58.7, NJ Tpke","AB105","SWS","SWS","111103","5B. Site Walk Paid","NJ","USA","40.177791378531616, -74.63110915655838","08691"
"16179726701","Klok Applications LLC - 407 N. 2nd Ave, Arcadia, CA 91006 - The Workshop","AB104","Apex Omnisource","RevStream","267655","12. Equipment Shipped/Awaiting Install ","CA","usa","","91006"
"15227794233","G. Shaw - 3100 W Chandler Blvd","AB103","TD Synnex","Frontline Equipment","210056","12. Equipment Shipped/Awaiting Install ","AZ","USA","33.3063934, -111.895471","85226"
"15615577190","Greenlight Distribution - Entertrainment - 7379 Squire Court","AB102","OG Guard","OG Guard","151339","12. Equipment Shipped/Awaiting Install ","OH","USA","","45059"
"16820307983","Safeguard Solutions - Discount Computer Store - 6204 South Fwy","AB101","Apex Omnisource","MCSS, LLC","168000","3. Contracts & Committments","TX","United States","","76134"
"15374667311","Peak Integration, LLC, Love's 242","AB100","Apex Omnisource","MCSS, LLC","60434","12. Equipment Shipped/Awaiting Install ","TX","USA","29.310279469959895, -98.61805374755183","78073"
"15375250079","Peak Integration, LLC, Love's 323","AB099","Apex Omnisource","MCSS, LLC","50490","12. Equipment Shipped/Awaiting Install ","IN","USA","40.554285853242945, -85.54886081651789","46952"
"15376075036","Peak Integration, LLC, Love's 627","AB098","Apex Omnisource","MCSS, LLC","45653","12. Equipment Shipped/Awaiting Install ","FL","USA","28.3112340860058, -81.66740557272055","33897"
"15394237113","Peak Integration, LLC, Love's 507","AB097","Apex Omnisource","MCSS, LLC","90939","12. Equipment Shipped/Awaiting Install ","NC","USA","35.60913199333562, -80.517624387852","28146"
"15394237317","Peak Integration, LLC, Love's 846","AB096","Apex Omnisource","MCSS, LLC","68785","12. Equipment Shipped/Awaiting Install ","AL","USA","30.531918082245184, -88.23725434567312","36544"
"15402156659","Peak Integration, LLC, Love's 739","AB095","Apex Omnisource","MCSS, LLC","102183","12. Equipment Shipped/Awaiting Install ","TX","USA","26.182516068932927, -98.06679144578283","78537"
"15402187678","Peak Integration, LLC, Love's 698","AB094","Apex Omnisource","MCSS, LLC","79000","12. Equipment Shipped/Awaiting Install ","GA","USA","32.71778229308341, -83.73329561492999","31216"
"15402187898","Peak Integration, LLC, Love's 338","AB093","Apex Omnisource","MCSS, LLC","76049","12. Equipment Shipped/Awaiting Install ","GA","USA","31.961058927717044, -81.33202328980887","31324"
"15403603860","Peak Integration, LLC, Love's 668","AB092","Apex Omnisource","MCSS, LLC","97428","12. Equipment Shipped/Awaiting Install ","CO","USA","40.305792954082655, -104.98445504536205","80513"
"15404366109","Peak Integration, LLC, Love's 353","AB091","Apex Omnisource","MCSS, LLC","79792","12. Equipment Shipped/Awaiting Install ","ND","USA","46.83183543220304, -96.84468368928397","58104"
"15404067632","Peak Integration, LLC, Love's 832","AB090","Apex Omnisource","MCSS, LLC","75146","12. Equipment Shipped/Awaiting Install ","MN","USA","45.24942673796897, -93.02271684701897","55025"
"15424952152","Peak Integration, LLC, Love's 331","AB089","Apex Omnisource","MCSS, LLC","74800","12. Equipment Shipped/Awaiting Install ","TX","usa","","75141"
"15427388182","Peak Integration, LLC - Love's 245","AB088","Apex Omnisource","MCSS, LLC","90000","12. Equipment Shipped/Awaiting Install ","OK","usa","","73159"
"15427582611","Peak Integration, LLC - Love's 234","AB087","Apex Omnisource","MCSS, LLC","71525","12. Equipment Shipped/Awaiting Install ","TX","usa","","77494"
"15427390472","Peak Integration, LLC - Love's 486","AB086","Apex Omnisource","MCSS, LLC","71500","12. Equipment Shipped/Awaiting Install ","OK","usa","","73020"
"15428950895","Peak Integration, LLC, Love's 468","AB085","Apex Omnisource","MCSS, LLC","66720","12. Equipment Shipped/Awaiting Install ","TX","USA","30.437915777985673, -95.49747653218115","77318"
"15429066640","Peak Integration, LLC, Love's 240","AB084","Apex Omnisource","MCSS, LLC","66330","12. Equipment Shipped/Awaiting Install ","LA","USA","30.445677365824547, -91.24238226101609","70767"
"15519449771","Peak Integration, LLC, Love's 456","AB083","Apex Omnisource","MCSS, LLC","68334","12. Equipment Shipped/Awaiting Install ","OH","USA","41.537876432221644, -83.46582586065747","40000"
"15519028797","Peak Integration, LLC, Love's 600","AB082","Apex Omnisource","MCSS, LLC","64000","12. Equipment Shipped/Awaiting Install ","IN","USA","39.99267314332624, -85.84514596071396","46064"
"15519589802","Peak Integration, LLC, Love's 696","AB081","Apex Omnisource","MCSS, LLC","50000","12. Equipment Shipped/Awaiting Install ","TX","USA","29.989394014482837, -94.21171800335809","77713"
"15376471446","Peak Integration, LLC, Love's 281","AB080","Apex Omnisource","MCSS, LLC","132973","Purgatory","TX","USA ","32.59876008577502, -97.31676524561466","76140"
"15403603724","Peak Integration, LLC, Love's 719","AB079","Apex Omnisource","MCSS, LLC","82652","Purgatory","TX","USA","31.190724099861587, -97.31168256099555","76579"
"15430876203","Peak Integration, LLC, Love's 724","AB078","Apex Omnisource","MCSS, LLC","63564","11. Equipment Paid","FL","USA","30.002780007605512, -82.59836481685231","32025"
"15431046242","Peak Integration, LLC, Love's 200","AB077","Apex Omnisource","MCSS, LLC","45420","11. Equipment Paid","TX","USA","35.192155462267486, -101.76085713019503","79120"
"15431339118","Peak Integration, LLC, Love's 737","AB076","Apex Omnisource","MCSS, LLC","49537","11. Equipment Paid","OK","USA","35.49703532557617, -97.90271466086656","73036"
"15446089334","Peak Integration, LLC, Love's 751","AB075","Apex Omnisource","MCSS, LLC","62295","12. Equipment Shipped/Awaiting Install ","SC","USA","34.13956985259161, -80.74859037440359","29045"
"15520529697","Peak Integration, LLC, Love's 763","AB074","Apex Omnisource","MCSS, LLC","62353","11. Equipment Paid","IL","USA","42.149114114950414, -88.51420746063451","60140"
"15429178963","Peak Integration, LLC, Love's 708","AB073","Apex Omnisource","MCSS, LLC","60000","12. Equipment Shipped/Awaiting Install ","FL","USA","28.668212248104897, -82.1474797033927","33513"
"12693680204","Outfront Media - Vision GMJ/ FIU - Panel ID: 038004SO - 26.08738, -80.20939","AB072","Apex Omnisource","MCSS, LLC","236000","11. Equipment Paid","FL","USA","26.08738, -80.20939","33314"
"15560397697","Greenlight Distribution - CDL - 2501 Jackson Pike, Columbus, OH 43223","AB071","OG Guard","OG Guard","106108","12. Equipment Shipped/Awaiting Install ","OH","USA","","43223"
"15519590170","Peak Integration, LLC, Love's 214","AB070","Apex Omnisource","MCSS, LLC","62000","12. Equipment Shipped/Awaiting Install ","TX","USA","31.658611261615373, -106.2367450609823","79928"
"14267148173","Klok Applications, LLC - 99 E Bonita Rd","AB069","Apex Omnisource","RevStream","269928","8. Ops Review","CA","USA","","91910"
"15427845893","Peak Integration, LLC - Love's 459","AB068","Apex Omnisource","MCSS, LLC","70202","12. Equipment Shipped/Awaiting Install ","IN","usa","","46075"
"15557098422","One Motorsports Marketing and Management, LLC - 520 39th Ave N, Nashville, TN 37209","AB067","C&M Consultants","Access Digital","140000","12. Equipment Shipped/Awaiting Install ","TN","USA","","37209"
"16590276691","Rossi Diversified Holdings, LLC - 1855 Air Lane Drive, Nashville TN 37210 (SiteSwap)","AB066","C&M Consultants","Access Digital","180000","12. Equipment Shipped/Awaiting Install ","TN","USA","","37202"
"16291910037","Culver's - SVP - #876 - 2207 N Wayne St","AB065","Apex Omnisource","SVR-Surge Venture Resellers","19433","11. Equipment Paid","IN","USA","41.66209177704277, -85.00017463156544","46703"
"16292056340","Culver's - SVP - TBD - 2974 NE Pine Island Rd","AB064","Apex Omnisource","SVR-Surge Venture Resellers","33378","11. Equipment Paid","FL","USA","26.681688563161202, -81.90793573208717","33909"
"16290099221","Culver's - SVP - #930 - 2216 Costco Way","AB063","Apex Omnisource","SVR-Surge Venture Resellers","2083","11. Equipment Paid","WI","USA","44.46073184358081, -87.98661623171365","54311"
"16288849325","Culver's - SVP - #927 - 14359 Hwy 231-431 N","AB062","Apex Omnisource","SVR-Surge Venture Resellers","25113","11. Equipment Paid","AL","USA","34.93743895389673, -86.57237563204968","35750"
"16292870190","Culver's - SVP - #920 - 1065 S Broad St","AB061","Apex Omnisource","SVR-Surge Venture Resellers","24091","11. Equipment Paid","FL","USA","28.54371350980669, -82.40115673949165","34601"
"16289623046","Culver's - SVP - #889 - 550 Oxford Place","AB060","Apex Omnisource","SVR-Surge Venture Resellers","14641","11. Equipment Paid","WI","USA","43.18632343032019, -89.26814973176305","53590"
"16288848796","Culver's - SVP - #877 - 1712 N Lecanto Hwy","AB059","Apex Omnisource","SVR-Surge Venture Resellers","17971","11. Equipment Paid","FL","USA","28.888581838037023, -82.48699721872616","34461"
"16289207553","Culver's - SVP - #847 - 3915 32nd Ave","AB058","Apex Omnisource","SVR-Surge Venture Resellers","9109","11. Equipment Paid","MI","USA","42.83815454000945, -85.86251108944637","49426"
"16290061321","Culver's - SVP - #800 - 13145 IN-23","AB057","Apex Omnisource","SVR-Surge Venture Resellers","15802","11. Equipment Paid","IN","USA","41.752478395382255, -86.12304547389013","46530"
"16289622624","Culver's - SVP - #763 - 524 Lansing St","AB056","Apex Omnisource","SVR-Surge Venture Resellers","10628","11. Equipment Paid","MI","USA","42.570969579206114, -84.82423280295139","48813"
"16870533662","Culver's - SVP - #762 - 610 US 131","AB055","Apex Omnisource","SVR-Surge Venture Resellers","18548","11. Equipment Paid","MI","USA","41.936451914353135, -85.6522766894803","49093"
"16288847968","Culver's - SVP - #758 - 2024 Elkhart Rd","AB054","Apex Omnisource","SVR-Surge Venture Resellers","21211","11. Equipment Paid","IN","USA","41.59873540992131, -85.86355788135768","46526"
"16289621842","Culver's - SVP - #727 1410 S 11th St","AB053","Apex Omnisource","SVR-Surge Venture Resellers","20696","11. Equipment Paid","MI","USA","41.81155068802681, -86.24871046064987","49120"
"16290099614","Culver's - SVP - #563 - 1805 Plover Rd","AB052","Apex Omnisource","SVR-Surge Venture Resellers","12616","11. Equipment Paid","WI","USA","44.45519836657239, -89.5220419309998","54467"
"16288846975","Culver's - SVP - #534 - 11820 Velp Ave","AB051","Apex Omnisource","SVR-Surge Venture Resellers","8000","11. Equipment Paid","WI","USA","44.59204405831106, -88.07732283463709","54313"
"16870554735","Culver's - SVP - #498 - 2019 Lincoln Way East","AB050","Apex Omnisource","SVR-Surge Venture Resellers","18512","11. Equipment Paid","IN","USA","41.56019378224721, -85.79576227415409","46526"
"16289620505","Culver's - SVP - #459 -8124 Sheridan Rd","AB049","Apex Omnisource","SVR-Surge Venture Resellers","16677","11. Equipment Paid","WI","USA","42.55633917417634, -87.82579393178693","53143"
"16288846250","Culver's - SVP - #399 - 6527 W Jefferson Blvd","AB048","Apex Omnisource","SVR-Surge Venture Resellers","28176","11. Equipment Paid","IN","USA","","46804"
"16289619766","Culver's - SVP - #343 - 101 W Pipeline Way","AB047","Apex Omnisource","SVR-Surge Venture Resellers","22741","11. Equipment Paid","IN","USA","40.43550732930646, -86.12799773186511","46902"
"16288845571","Culver's - SVP - #302 - 1931 Geneva St","AB046","Apex Omnisource","SVR-Surge Venture Resellers","19176","11. Equipment Paid","WI","USA","42.628560545207094, -88.61030149895858","53115"
"16870554282","Culver's - SVP - #212 - 1285 E Sumner St","AB045","Apex Omnisource","SVR-Surge Venture Resellers","25074","11. Equipment Paid","WI","USA","43.317216077067705, -88.35819903175803","53027"
"16289363758","Culver's - SVP - #154 - 2101 Laporte Ave","AB044","Apex Omnisource","SVR-Surge Venture Resellers","14762","11. Equipment Paid","IN","USA","41.467661268477706, -87.03544547231218","46383"
"16870553650","Culver's - SVP - #63 - 1000 N Wisconsin St","AB043","Apex Omnisource","SVR-Surge Venture Resellers","8988","11. Equipment Paid","WI","USA","42.6934721539232, -88.54238872951127","53121"
"16289207684","Culver's - SVP - #51 - 1551 Madison Ave","AB042","Apex Omnisource","SVR-Surge Venture Resellers","11711","11. Equipment Paid","WI","USA","42.940842983127055, -88.86109283177241","53538"
"16870533211","Culver's - SVP - #23 - 151 N Wells St","AB041","Apex Omnisource","SVR-Surge Venture Resellers","6983","11. Equipment Paid","WI","USA","42.59033662982502, -88.42872609228137","53147"
"16289208184","Culver's - SVP - #19 - 1915 S Marquette Rd","AB040","Apex Omnisource","SVR-Surge Venture Resellers","13102","11. Equipment Paid","WI","USA","43.02880289983069, -91.12897913176906","53821"
"16718194559","Stadium Club","AB039","WG","WG","43859","12. Equipment Shipped/Awaiting Install ","Az","usa","33.32015530601365, -111.86047722159942","85226"
"12374977691","Labyrinth Technologies - DDI #47 (22-136-DP02)","AB038","Apex Omnisource","MCSS, LLC","111385","13. Installed Pending LPR","MO","usa","38.6251, -90.207917","63103"
"12374813027","Labyrinth Technologies - DDI #52 (22-138-DP02)","AB037","Apex Omnisource","MCSS, LLC","151000","13. Installed Pending LPR","MO","usa","38.79833, -90.610733","63376"
