"Record ID","Deal Name","Project ID","Tier 1 (Reseller)","Tier 2 (Reseller Sales Org)","AADT (site)","Deal Stage","State (install site)","Country (install site)","Latitude/Longitude (install site)","Postal Code (install site)"
"15429178145","Peak Integration, LLC, Love's 743","","Apex Omnisource","MCSS, LLC","","3. Contracts & Committments","MI","USA","43.34876131293634, -83.86103296058867","48722"
"15429070009","Peak Integration, LLC, Love's 682","","Apex Omnisource","MCSS, LLC","","3. Contracts & Committments","MD","USA","39.700077176357915, -77.73314847421899","21742"
"15429069211","Peak Integration, LLC, Love's 629","","Apex Omnisource","MCSS, LLC","","3. Contracts & Committments","TN","USA","36.46796758890702, -86.6872958031648","37188"
"15429068154","Peak Integration, LLC, Love's 231","","Apex Omnisource","MCSS, LLC","","3. Contracts & Committments","TX","USA","32.00975932380406, -97.09311903213715","76645"
"15428952203","Peak Integration, LLC, Love's 735","","Apex Omnisource","MCSS, LLC","","3. Contracts & Committments","GA","USA","34.44511666659843, -84.91373858973479","30701"
"15428951186","Thunder Road Partners, Inc. - 5033 Rouse Dr","","Apex Omnisource","SVR-Surge Venture Resellers","179049","1. Qualifications","VA","USA","36.836286296777246, -76.15683916836757","23462"
"15428162831","Peak Integration, LLC, Love's 728","","Apex Omnisource","MCSS, LLC","","3. Contracts & Committments","OR","USA","44.69918889443074, -123.05515911820585","97321"
"15428949682","TriStar NXG III, LLC - 2520 Michigan Ave","","Apex Omnisource","RevStream","","1. Qualifications","MI","USA","42.33171354166756, -83.08082956381446","48216"
"15428161130","TriStar NXG III, LLC - 1330 Hi Line Dr","","Apex Omnisource","RevStream","","1. Qualifications","TX","USA","32.79473585294066, -96.815537129356","75207"
"15428160406","Constellation Growth Partners LLC - 1900 West Loop South","","Apex Omnisource","RevStream","","1. Qualifications","TX","USA","29.747323045053733, -95.45826584574823","77027"
"15428948649","Constellation Growth Partners LLC - 1501 E 4th St","","Apex Omnisource","RevStream","","1. Qualifications","TX","USA","32.760386029038, -97.3202055744801","76104"
"15428160318","Constellation Growth Partners LLC - 1209 South Freeway","","Apex Omnisource","RevStream","","1. Qualifications","TX","USA","32.731136897847314, -97.3199340033167","76104"
"15428160265","Constellation Growth Partners LLC - 1400 E Jefferson Blvd","","Apex Omnisource","RevStream","","1. Qualifications","TX","USA","32.75752507367176, -96.81060766098683","75203"
"15428812358","(Cancelled) Peak Integration, LLC - Love's 736","","Apex Omnisource","MCSS, LLC","68000"," Deal Lost","CA","USA","36.99574078164685, -120.09617064732316","93638"
"15428159013","Peak Integration, LLC - Love's 538","","Apex Omnisource","MCSS, LLC","","3. Contracts & Committments","CA","USA","38.11831597986427, -121.39239849223873","95242"
"15428158793","Peak Integration, LLC - Love's 227","","Apex Omnisource","MCSS, LLC","","3. Contracts & Committments","AL","USA","","35111"
"15428157085","(Sub-Prime)Clair Industries, LLC - Prism Investments - 2525 Wallingwood Dr","","Apex Omnisource","SVR-Surge Venture Resellers","130252","1. Qualifications","TX","USA","30.263435317118752, -97.78289215903737","78746"
"15427924998","EBJM, LLC - 15370 Weddington St","","Apex Omnisource","SVR-Surge Venture Resellers","117265","1. Qualifications","CA","USA","34.16587210651807, -118.46866268723664","91411"
"15427924792","EBJM, LLC - 17950 Burbank Blvd","","Apex Omnisource","SVR-Surge Venture Resellers","324840","1. Qualifications","CA","USA","34.17185053787195, -118.52421837965174","91316"
"15427924553","EBJM, LLC - 5500 Newcastle Ave","","Apex Omnisource","SVR-Surge Venture Resellers","310515","1. Qualifications","CA","USA","34.17056759890467, -118.52331308908565","91316"
"15427923717","Freebird - 22223 Ventura Blvd","","Apex Omnisource","SVR-Surge Venture Resellers","267643","1. Qualifications","CA","USA","34.16918598273193, -118.61126159659231","91367"
"15427720316","Peak Integration, LLC - Love's 871","","Apex Omnisource","MCSS, LLC","","3. Contracts & Committments","SC","usa","","29673"
"15426957645","(CANCELLED) Silent ID LLC - (TG) 23448 30th Ave S, Kent, WA 98032","","Apex Omnisource","RevStream","210000"," Deal Lost","WA","usa","","98032"
"15426928142","Peak Integration, LLC - Love's 645","","Apex Omnisource","MCSS, LLC","","3. Contracts & Committments","MI","usa","","48162"
"15426916103","Peak Integration, LLC - Love's 828","","Apex Omnisource","MCSS, LLC","","3. Contracts & Committments","FL","usa","","32218"
"15423824036","Peak Integration, LLC - Love's 280","","Apex Omnisource","MCSS, LLC","73401","3. Contracts & Committments","AZ","usa","","85326"
"15423823642","Peak Integration, LLC - Love's 467","","Apex Omnisource","MCSS, LLC","","3. Contracts & Committments","FL","usa","","34945"
"15424952733","Peak Integration, LLC - Love's 415","","Apex Omnisource","MCSS, LLC","73811","3. Contracts & Committments","FL","usa","","34945"
"15423776600","Peak Integration, LLC - Love's 316","","Apex Omnisource","MCSS, LLC","","3. Contracts & Committments","FL","usa","","32174"
"15419388563","Vantage Point Holdings Group - 950 Jupiter Park Dr Jupiter, FL 33458","","C&M Consultants","Chain Analytix","120000","3. Contracts & Committments","FL","usa","","33458"
"15418887806","Vantage Point Holdings Group - 2640 NE 30th St Forth Worth TX 76106","","C&M Consultants","Chain Analytix","","3. Contracts & Committments","TX","usa","","76106"
"15417427480","Ghostrider Data - 1950 SW 30th Ave","","Apex Omnisource","RevStream","","1. Qualifications","FL","USA","25.99376792073269, -80.16683079003307","33009"
"15417427317","Boulder Creek Communications LLC - 1339 Main St","","Apex Omnisource","RevStream","","3. Contracts & Committments","MA","USA","42.37758782962971, -71.2670861741757","02451"
"15418493092","Boulder Creek Communications LLC - 119 NJ-17","","Apex Omnisource","RevStream","","3. Contracts & Committments","NJ","USA","41.04624536682953, -74.11686021168234","07458"
"15417427273","Boulder Creek Communications LLC - 731 Admiral Callaghan Ln","","Apex Omnisource","RevStream","","3. Contracts & Committments","CA","USA","38.12516387186701, -122.2283952320167","94591"
"15418493046","Boulder Creek Communications LLC - 1900 C. Carmen","","Apex Omnisource","RevStream","","1. Qualifications","AZ","USA","33.360301655382735, -111.96840428800617","85283"
"15418493017","Boulder Creek Communications LLC - 5130 N Service Rd","","Apex Omnisource","RevStream","","1. Qualifications","MO","USA","38.80012130642835, -90.61317253199098","63376"
"15418492984","Boulder Creek Communications LLC - 4307 Papin St","","Apex Omnisource","RevStream","","3. Contracts & Committments","MO","USA","38.63070513384433, -90.25372348781794","63110"
"15418492965","Boulder Creek Communications LLC - 318 S Cedar St","","Apex Omnisource","RevStream","","3. Contracts & Committments","WA","USA","47.65298157856546, -117.43346430277892","99201"
"15417427087","Boulder Creek Communications LLC - 965 S A St","","Apex Omnisource","RevStream","","3. Contracts & Committments","CA","USA","38.42883426730099, -122.71434835898971","95404"
"15418492835","Boulder Creek Communications LLC - 1900 Duane Ave","","Apex Omnisource","RevStream","","1. Qualifications","CA","USA","37.37977935754491, -121.95918801670103","95054"
"15417427041","Boulder Creek Communications LLC - 5310 Riverside Ave","","Apex Omnisource","RevStream","","1. Qualifications","CA","USA","37.951984911561084, -122.32825627435147","94806"
"15417427022","Boulder Creek Communications LLC - 1875 S Grant St","","Apex Omnisource","RevStream","","1. Qualifications","CA","USA","37.55338929105709, -122.30016463543714","94402"
"15418492746","Boulder Creek Communications LLC - 295 E Virginia St","","Apex Omnisource","RevStream","","1. Qualifications","CA","USA","37.32742340013244, -121.87584037437473","95112"
"15417426968","Boulder Creek Communications LLC - 930 S 47th St","","Apex Omnisource","RevStream","","3. Contracts & Committments","CA","USA","32.69540714942423, -117.09418768802793","92113"
"15418492696","Boulder Creek Communications LLC - 3350 E St","","Apex Omnisource","RevStream","","3. Contracts & Committments","CA","USA","32.71515301183474, -117.1219479880272","92102"
"15418492593","Boulder Creek Communications LLC - 3265 Marietta St SE","","Apex Omnisource","RevStream","","3. Contracts & Committments","OR","USA","44.88958059417405, -122.9942799605757","97317"
"15418492564","Boulder Creek Communications LLC - 3200 Russell St","","Apex Omnisource","RevStream",""," Deal Lost","CA","USA","33.99177626922013, -117.35928793031317","92501"
"15418492543","Boulder Creek Communications LLC - 3400 Industrial Ln","","Apex Omnisource","RevStream","","1. Qualifications","CO","USA","39.923248559658646, -105.10698390311133","80020"
"15417426762","Boulder Creek Communications LLC - 3786 Rolison Rd","","Apex Omnisource","RevStream","","1. Qualifications","CA","USA","37.48384300339204, -122.18331824553307","94063"
"15418492507","Boulder Creek Communications LLC - 1089 Mills Way","","Apex Omnisource","RevStream","","1. Qualifications","CA","USA","37.48754754899637, -122.20959824738438","94063"
"15418492483","Boulder Creek Communications LLC - Urban Auto Spa - 785 NJ-17","","Apex Omnisource","RevStream","100000","5A. Site Hold Paid","NJ","USA","41.062898528226874, -74.12650320983019","07446"
"15418492468","Boulder Creek Communications LLC - 248-18 S Conduit Ave","","Apex Omnisource","RevStream","","3. Contracts & Committments","NY","USA","40.66527159620598, -73.72905735890217","11422"
"15417426580","Boulder Creek Communications LLC - 710 Fayette St","","Apex Omnisource","RevStream","","3. Contracts & Committments","IL","USA","40.69834252186808, -89.59163894540862","61603"
"15417426542","Boulder Creek Communications LLC - 13733 Garfield Ave","","Apex Omnisource","RevStream","","3. Contracts & Committments","CA","USA","33.912105734151616, -118.17010731682363","90723"
"15417426513","Boulder Creek Communications LLC - 11550 I St","","Apex Omnisource","RevStream","","3. Contracts & Committments","NE","USA","41.218918175569804, -96.09290444538753","68137"
"15418492318","Boulder Creek Communications LLC - 2724 Douglas St","","Apex Omnisource","RevStream","","3. Contracts & Committments","NE","USA","41.25942047124632, -95.95227621655","68131"
"15417426465","Boulder Creek Communications LLC - 9900 F St","","Apex Omnisource","RevStream","","1. Qualifications","NE","USA","41.220519311669214, -96.06788283189523","68127"
"15418492258","Boulder Creek Communications LLC - 3443 Long Beach Blvd","","Apex Omnisource","RevStream","","1. Qualifications","CA","USA","33.820101528046784, -118.19018403217036","90807"
"15418492235","Boulder Creek Communications LLC - 5850 Centennial Center Blvd","","Apex Omnisource","RevStream","","3. Contracts & Committments","NV","USA","36.26834717700124, -115.25975124557742","89149"
"15418492206","Boulder Creek Communications LLC - 5464 Grossmont Center Dr","","Apex Omnisource","RevStream","","3. Contracts & Committments","CA","USA","32.77836618375049, -117.00656403220484","91942"
"15418492180","Boulder Creek Communications LLC - 2416 S 8th St","","Apex Omnisource","RevStream","","3. Contracts & Committments","KS","USA","39.05804349929941, -94.6291654743092","66103"
"15418492068","Boulder Creek Communications LLC - 600 Admiral Blvd","","Apex Omnisource","RevStream","","3. Contracts & Committments","MO","USA","39.1057106798833, -94.57523734547145","64106"
"15418492018","Boulder Creek Communications LLC - 1601 Jefferson St","","Apex Omnisource","RevStream","","3. Contracts & Committments","MO","USA","38.61632360081492, -90.22193701850581","64108"
"15417426071","Boulder Creek Communications LLC - 180 Willingham Dr","","Apex Omnisource","RevStream","","3. Contracts & Committments","GA","USA","32.957078720451776, -83.81420493219895","31046"
"15417426037","Boulder Creek Communications LLC - 1502 Prehistoric Hill Dr","","Apex Omnisource","RevStream","","1. Qualifications","MO","USA","38.36455994134153, -90.38740146084358","63052"
"15418491934","Boulder Creek Communications LLC - 330 Brookes Dr","","Apex Omnisource","RevStream","","1. Qualifications","MO","USA","38.77788058762467, -90.36417010315597","63042"
"15417425991","Boulder Creek Communications LLC - 429 Bergen St","","Apex Omnisource","RevStream","","3. Contracts & Committments","NJ","USA","40.74300975915339, -74.154689487735","07029"
"15418491699","Boulder Creek Communications LLC - 730 Lambeau St","","Apex Omnisource","RevStream","","1. Qualifications","WI","USA","44.527435202370945, -88.08321812990424","54303"
"15418491679","Boulder Creek Communications LLC - 12120 Park St","","Apex Omnisource","RevStream","","1. Qualifications","CA","USA","33.87772658420036, -118.0735846033325","90703"
"15417425730","Boulder Creek Communications LLC - 757 Gallivan Blvd","","Apex Omnisource","RevStream","","3. Contracts & Committments","MA","USA","42.28436791841115, -71.04474690301547","02122"
"15418491552","Boulder Creek Communications LLC - 296 Freeport St","","Apex Omnisource","RevStream","","1. Qualifications","MA","USA","42.3028394821325, -71.0514746453429","02122"
"15418491498","Tultex - 11503 St. Charles Rock Rd","","Apex Omnisource","RevStream","","1. Qualifications","MO","USA","","63044"
"15417425460","TriStar NXG III, LLC - 5200 Oakland Ave","","Apex Omnisource","RevStream","","1. Qualifications","MO","USA","38.62930954314745, -90.27298977897503","63110"
"15417425425","TriStar NXG III, LLC - 300 S Broadway","","Apex Omnisource","RevStream","","1. Qualifications","MO","USA","38.622715671339535, -90.19078189337306","63102"
"15417425245","TriStar NXG III, LLC - Beacon St","","Apex Omnisource","RevStream","","1. Qualifications","OH","USA","41.068928, -81.503433",""
"15416761414","Mark Rees - Santosa and Brother Inc. - 4608 Rusina Rd, Colorado Springs, CO 80907","","OG Guard","OG Guard","140738","2. Meetings","CO","USA","","80907"
"15416760360","(CANCELLED) Midwest Global Solutions, LLC - 115 Victory Rd","","Apex Omnisource","SVR-Surge Venture Resellers",""," Deal Lost","NJ","USA","40.71291047240047, -74.30372613011764","07081"
"15416735312","Midwest Global Solutions, LLC - 3195 S Congress Ave","","Apex Omnisource","SVR-Surge Venture Resellers","","1. Qualifications","FL","USA","26.425948317259913, -80.09133853465252","33445"
"15415975447","(CANCELLED) Midwest Global Solutions, LLC - 380 Merrydale Rd","","Apex Omnisource","SVR-Surge Venture Resellers",""," Deal Lost","CA","USA","38.00015617446513, -122.5378282176612","94903"
"15415975247","(CANCELLED) Midwest Global Solutions, LLC - 107 Lincoln Rd W","","Apex Omnisource","SVR-Surge Venture Resellers",""," Deal Lost","CA","USA","38.07958218834744, -122.23397556394835","94590"
"15416734603","Midwest Global Solutions, LLC - 8437 SW Barbur Blvd","","Apex Omnisource","SVR-Surge Venture Resellers","","1. Qualifications","OR","USA","45.46428566633422, -122.70116503632043","97219"
"15416734361","Midwest Global Solutions, LLC - 4277 Sidco Dr","","Apex Omnisource","SVR-Surge Venture Resellers","","1. Qualifications","TN","USA","36.085717727811016, -86.76233757444967","37204"
"15415974533","Midwest Global Solutions, LLC - 8315 Kingston Pike","","Apex Omnisource","SVR-Surge Venture Resellers","","1. Qualifications","TN","USA","35.92416992563856, -84.056613936478","37919"
"15415974323","(CANCELLED) Midwest Global Solutions, LLC - 68 S 107th E Ave","","Apex Omnisource","SVR-Surge Venture Resellers",""," Deal Lost","OK","USA","36.15852202162253, -95.8573531114149","74133"
"15416565938","Midwest Global Solutions, LLC - 20602 Gulf Freeway","","Apex Omnisource","SVR-Surge Venture Resellers","","1. Qualifications","TX","USA","29.530028472582188, -95.13835233220547","77598"
"15415815074","Dominus Data, LLC -  KY 1959-1961 Spring Station Dr, Lexington, KY 40505","","Apex Omnisource","MCSS, LLC","107297","3. Contracts & Committments","KY","USA","","40505"
"15415814660","Dominus Data, LLC - KY 10841-10935 Barricks Rd, Louisville, KY 40229","","Apex Omnisource","MCSS, LLC","104574","1. Qualifications","KY","USA","","40229"
"15415814295","Dominus Data, LLC - KY 2506 Gardiner Ln, Louisville, KY 40205","","Apex Omnisource","MCSS, LLC","147822","3. Contracts & Committments","KY","USA","","40205"
"15415452161","Three Corners Communications, LLC - 10500 Bierstadt Way","","Apex Omnisource","SVR-Surge Venture Resellers","","3. Contracts & Committments","CO","USA","39.54400808526365, -104.86815133304682","80112"
"15415450635","EBJM, LLC - 1438 E 18th St","","Apex Omnisource","SVR-Surge Venture Resellers","","1. Qualifications","CA","USA","34.022849306014486, -118.24623773855983","90021"
"15414959626","Midwest Global Solutions, LLC - 990  Beck Ave","","Apex Omnisource","SVR-Surge Venture Resellers","","1. Qualifications","CA","USA","38.25300181655942, -122.06570762173624","94533"
"15414959541","Threat Detect Inc - 2150 N 107th St, Seattle, WA 98133","","TD Synnex","Threat Detect","180000","3. Contracts & Committments","WA","USA","","98133"
"15414755870","Outfront Media - Surge Ventures - 32.91925, -96.76538","","Apex Omnisource","SVR-Surge Venture Resellers","","1. Qualifications","TX","USA","32.91925, -96.76538","75243"
"15414539798","Greenlight Distribution - Uncle Mike's Highway Pub - 6521 120th Avenue Kenosha WI 53142","","OG Guard","OG Guard","96639"," Deal Lost","WI","USA","","53142"
"15413846862","Clair Industries, LLC - Prism Investments - 19633 I-10","","Apex Omnisource","SVR-Surge Venture Resellers","125159","1. Qualifications","TX","USA","29.622033623499973, -98.60987848447286","78257"
"15413846635","Clair Industries, LLC - Prism Investments - 15750 Frontage Rd","","Apex Omnisource","SVR-Surge Venture Resellers","158919","1. Qualifications","TX","USA","29.58819782348903, -98.59928467375629","78249"
"15413712793","(Sub-Prime)Clair Industries, LLC - Prism Investments - 12164 TX-1 Loop","","Apex Omnisource","SVR-Surge Venture Resellers","121644","1. Qualifications","TX","USA","30.41247766818481, -97.70978085109853","78758"
"15413712544","Clair Industries, LLC - Prism Investments - 101 River Hills Dr","","Apex Omnisource","SVR-Surge Venture Resellers","125879","1. Qualifications","TX","USA","30.639841531726212, -97.6904895260588","78628"
"15414417685","Clair Industries, LLC - Prism Investments - 403 Fair Ave","","Apex Omnisource","SVR-Surge Venture Resellers","152301","1. Qualifications","TX","USA","29.384707556360247, -98.47131590677174","78223"
"15413712163","Greenlight Distribution - USTA LLC - 606 Hillrose Ave","","OG Guard","OG Guard","118903","3. Contracts & Committments","OH","USA","39.78105254465091, -84.18467321883426","45504"
"15414417440","Clair Industries, LLC - Prism Investments - 2890 Cinema Ridge","","Apex Omnisource","SVR-Surge Venture Resellers","178115","1. Qualifications","TX","USA","29.464088526760875, -98.61966897584752","78238"
"15413711387","Clair Industries, LLC - Prism Investments - 5002 Northwest Loop 410","","Apex Omnisource","SVR-Surge Venture Resellers","184617","1. Qualifications","TX","USA","29.487453209466807, -98.58433512136124","78229"
"15414416728","Traffic Intelligence Company of Houston, LLC - ES 2700 13th LLC	- 2700 13th St Ensley","","OG Guard","OG Guard","110002","3. Contracts & Committments","AL","USA","","35208"
"15413710999","Clair Industries, LLC - Prism Investments - 2306 Calle Valencia","","Apex Omnisource","SVR-Surge Venture Resellers","135056","1. Qualifications","TX","USA","29.4055100843199, -98.56968755715927","78237"
"15413710666","TIC of Houston, LLC - 4400 Lewisburg LLC - 4400 Lewisburg Rd","","OG Guard","OG Guard","129628","3. Contracts & Committments","AL","USA","","35207"
"15413637035","Traffic Intelligence Company of Houston, LLC - Sigalabama LLC - 5000 Richard Arrington Jr Blvd","","OG Guard","OG Guard","128585"," Deal Lost","AL","USA","","35212"
"15413636895","Clair Industries, LLC - Prism Investments - 110 Finch Place","","Apex Omnisource","SVR-Surge Venture Resellers","186314","1. Qualifications","TX","USA","29.401610252732507, -98.51248050054842","78204"
"15413709416","Traffic Intelligence Company of Houston, LLC - 9411 N Fwy LLC - 9411 North Freeway ","","OG Guard","OG Guard","179692"," Deal Lost","TX","USA","","77037"
"15413636658","Clair Industries, LLC - Prism Investments - 924 Camaron St","","Apex Omnisource","SVR-Surge Venture Resellers","190783","1. Qualifications","TX","USA","29.43381644980356, -98.50162782165765","78212"
"15413708901","Clair Industries, LLC - Prism Investments - 1234 San Francisco","","Apex Omnisource","SVR-Surge Venture Resellers","194609","1. Qualifications","TX","USA","29.468455985824395, -98.5150091094525","78201"
"15413708817","Traffic Intelligence Company of Houston, LLC - WE 70 LLC - 	 3611 Gulf Freeway Houston Texas 77003","","OG Guard","OG Guard","173924"," Deal Lost","TX","USA","","77003"
"15413527437","Clair Industries, LLC - Prism Investments - 9100 I-10 #102","","Apex Omnisource","SVR-Surge Venture Resellers","229141","1. Qualifications","TX","USA","29.52317538639417, -98.5568895776581","78230"
"15413527131","Traffic Intelligence Company of Houston, LLC - We 69 LLC - 	1125 Providence St","","OG Guard","OG Guard","153191"," Deal Lost","TX","USA","","77002"
"15413635438","Clair Industries, LLC - Prism Investments - 11788 McDermott Fwy","","Apex Omnisource","SVR-Surge Venture Resellers","200214","1. Qualifications","TX","USA","29.55275304189619, -98.58800698906127","78230"
"15413526636","Traffic Intelligence Company of Houston, LLC - WE 66 Midtown LLC - 2020 Travis St","","OG Guard","OG Guard","292063"," Deal Lost","TX","USA","","77002"
"15413526556","Clair Industries, LLC - Prism Investments - 7575 N Loop 1604 W","","Apex Omnisource","SVR-Surge Venture Resellers","125160","1. Qualifications","TX","USA","29.583235714905296, -98.64063358399798","78249"
"15413455882","Clair Industries, LLC - Prism Investments - 3220 N Loop 1604 W","","Apex Omnisource","SVR-Surge Venture Resellers","143770","1. Qualifications","TX","USA","29.600662309069495, -98.54463369423726","78231"
"15413455654","Traffic Intelligence Company of Houston, LLC - Heb Grocery Company LP - 24224 Northwest Fwy","","OG Guard","OG Guard","104150","3. Contracts & Committments","TX","USA","","77429"
"15413525683","Clair Industries, LLC - Prism Investments - 418 N Loop 1604 W","","Apex Omnisource","SVR-Surge Venture Resellers","131285","1. Qualifications","TX","USA","29.60746429815488, -98.49981155117422","78232"
"15413455365","Clair Industries, LLC - Prism Investments - 16110 San Pedro Ave","","Apex Omnisource","SVR-Surge Venture Resellers","172670","1. Qualifications","TX","USA","29.58851432914229, -98.47350502983966","78232"
"15413455122","Clair Industries, LLC - Prism Investments - 10107 McAllister Fwy","","Apex Omnisource","SVR-Surge Venture Resellers","134502","1. Qualifications","TX","USA","29.530872758213736, -98.48629493373792","78216"
"15413524751","Clair Industries, LLC - Prism Investments - 1602 N PanAm Expy","","Apex Omnisource","SVR-Surge Venture Resellers","149195","1. Qualifications","TX","USA","29.437567419121866, -98.47159189703183","78208"
"15413454609","Clair Industries, LLC - Prism Investments - 3550 I-35","","Apex Omnisource","SVR-Surge Venture Resellers","137820","1. Qualifications","TX","USA","29.4462248666536, -98.42866264614875","78219"
"15413454355","Clair Industries, LLC - Prism Investments - 4606 Eisenhauer Rd","","Apex Omnisource","SVR-Surge Venture Resellers","187686","1. Qualifications","TX","USA","29.49627205002673, -98.40173995172921","78218"
"15413454094","Clair Industries, LLC - Prism Investments - 10614 I-35 Suite #2","","Apex Omnisource","SVR-Surge Venture Resellers","215919","1. Qualifications","TX","USA","29.534880166840733, -98.38622953549142","78233"
"15413453987","Patriot Digital LLC - Andretti - 8404 Katy Fwy, Houston, TX 77024","","C&M Consultants","Access Digital","305897","13. Installed Pending LPR","TX","usa","","77024"
"15413453434","Clair Industries, LLC - Prism Investments - 13069 I-35 Frontage Rd","","Apex Omnisource","SVR-Surge Venture Resellers","179832","1. Qualifications","TX","USA","29.55809793993126, -98.34559617293215","78233"
"15413452818","Clair Industries, LLC - Prism Investments - 16465 I-35 N","","Apex Omnisource","SVR-Surge Venture Resellers","152501","1. Qualifications","TX","USA","29.58908731376016, -98.30004580527363","78154"
"15412958006","Clair Industries, LLC - Prism Investments - 17995 I-35","","Apex Omnisource","SVR-Surge Venture Resellers","165155","1. Qualifications","TX","USA","29.60654911487111, -98.27082798370664","78154"
"15412957591","Clair Industries, LLC - Prism Investments - 2605 N Interstate 35 Frontage Rd #100B","","Apex Omnisource","SVR-Surge Venture Resellers","123904","1. Qualifications","TX","USA","29.848061038675134, -97.96186490097338","78666"
"15413451699","Clair Industries, LLC - Prism Investments - 419 Linda Dr","","Apex Omnisource","SVR-Surge Venture Resellers","146135","1. Qualifications","TX","USA","29.879469521617846, -97.92439014063767","78666"
"15413295955","Clair Industries, LLC - Prism Investments - 807 N Old Hwy 81","","Apex Omnisource","SVR-Surge Venture Resellers","132650","1. Qualifications","TX","USA","29.99550708145147, -97.87180268034705","78640"
"15412955948","Clair Industries, LLC - Prism Investments - 10730 I-35","","Apex Omnisource","SVR-Surge Venture Resellers","143680","1. Qualifications","TX","USA","30.145755375876114, -97.79497512237063","78748"
"15412955534","Clair Industries, LLC - Prism Investments - 7116 S I 35 Frontage","","Apex Omnisource","SVR-Surge Venture Resellers","168452","1. Qualifications","TX","USA","30.185655199129364, -97.77460079675907","78745"
"15412955215","Clair Industries, LLC - Prism Investments - 1701 Directors Blvd Suite 230","","Apex Omnisource","SVR-Surge Venture Resellers","205799","1. Qualifications","TX","USA","30.2134121523199, -97.75200223125866","78744"
"15412824839","Clair Industries, LLC - Prism Investments -1800 N Interstate Hwy 35","","Apex Omnisource","SVR-Surge Venture Resellers","162524","1. Qualifications","TX","USA","30.526156457752148, -97.69074872404619","78681"
"15412790928","Clair Industries, LLC - Prism Investments - N13581 US","","Apex Omnisource","SVR-Surge Venture Resellers","137580","1. Qualifications","TX","USA","30.45376881828202, -97.79069487275478","78750"
"15412823930","Clair Industries, LLC - Prism Investments - 5007 Highland","","Apex Omnisource","SVR-Surge Venture Resellers","134018","1. Qualifications","TX","USA","30.329538715911056, -97.75625775163178","78731"
"15412790130","Clair Industries, LLC - Prism Investments - 8523 Research Blvd","","Apex Omnisource","SVR-Surge Venture Resellers","142419","1. Qualifications","TX","USA","30.360191383447177, -97.7160631004612","78758"
"15412789791","Clair Industries, LLC - Prism Investments - 912 Rockmoor Dr","","Apex Omnisource","SVR-Surge Venture Resellers","118188","1. Qualifications","TX","USA","30.614617099316145, -97.68915000551353","78628"
"15412823105","Clair Industries, LLC - Prism Investments - 3501 Hyridge Dr","","Apex Omnisource","SVR-Surge Venture Resellers","150780","1. Qualifications","TX","USA","30.373928269141572, -97.74093392471144","78759"
"15412686680","First Line Protection, LLC - Bridge Commercial Real Estate - 300 Embassy Row NE Atlanta, GA 30328","","OG Guard","OG Guard","516389"," Deal Lost","GA","USA","","30328"
"15412071865","RWC Digital LLC (TG) - 914 Foothill Blvd, La Verne, CA 91750","","Apex Omnisource","RevStream","","3. Contracts & Committments","CA","USA","34.12089154066316, -117.78886825543167","91750"
"15404067596","Peak Integration, LLC, Love's 609","","Apex Omnisource","MCSS, LLC","","1. Qualifications","TX","USA","33.2631881678765, -97.17891053210045","76207"
"15404366007","Peak Integration, LLC, Love's 306","","Apex Omnisource","MCSS, LLC","","3. Contracts & Committments","TN","USA","36.01275498395776, -83.5322255896851","37725"
"15403892153","(Cancelled) Peak Integration, LLC, Love's 260","","Apex Omnisource","MCSS, LLC","77000"," Deal Lost","OK","USA","35.18369938628973, -97.49926076813719","73072"
"15403892129","Peak Integration, LLC, Love's 273","","Apex Omnisource","MCSS, LLC","","1. Qualifications","TX","USA","32.74351583034772, -97.7427630032807","76087"
"15403897230","Peak Integration, LLC, Love's 205","","Apex Omnisource","MCSS, LLC","","3. Contracts & Committments","OK","USA","35.59412908525435, -97.43662596086341","73013"
"15403897216","Peak Integration, LLC, Love's 813","","Apex Omnisource","MCSS, LLC","","3. Contracts & Committments","OH","USA","40.89970805135813, -81.43751266068101","44720"
"15403897140","Peak Integration, LLC, Love's 744","","Apex Omnisource","MCSS, LLC","","3. Contracts & Committments","OH","USA","39.84509906893585, -82.93766758955438","43137"
"15403897119","Peak Integration, LLC, Love's 481","","Apex Omnisource","MCSS, LLC","","3. Contracts & Committments","TX","USA","29.70756686805078, -95.09292010521169","77536"
"15403797679","Peak Integration, LLC, Love's 363","","Apex Omnisource","MCSS, LLC","","3. Contracts & Committments","FL","USA","29.26812189656568, -82.1983072168718","34482"
"15403805589","Peak Integration, LLC, Love's 401","","Apex Omnisource","MCSS, LLC","","1. Qualifications","TX","USA","29.798541290471114, -95.03277563219832","77521"
"15403603874","Peak Integration, LLC, Love's 402","","Apex Omnisource","MCSS, LLC","82000","3. Contracts & Committments","MS","USA","30.45232184632039, -88.93276791868617","39532"
"15403603614","Peak Integration, LLC, Love's 203","","Apex Omnisource","MCSS, LLC","","1. Qualifications","OK","USA","35.457838132963424, -97.68867447436236","73128"
"15402337441","Peak Integration, LLC, Love's 436","","Apex Omnisource","MCSS, LLC","","3. Contracts & Committments","UT","USA","40.77010985287284, -111.93974320301544","84116"
"15402289482","Peak Integration, LLC, Love's 404","","Apex Omnisource","MCSS, LLC","","3. Contracts & Committments","NJ","USA","40.09602653003558, -74.71231748954538","08505"
